,home,date,result,goals,away,total_shots,shots_on_target,goals_on_penalty,total_penalties,percentage_possession,fouls,yellow_cards,red_cards,season,rank_h,rank_a,description,prediction
709,torino,2020-07-16,V,0.0,genoa,4.399999999999999,0.0,0.0,-0.4,3.799999999999997,2.0,-0.8000000000000003,0.0,2019-2020,0.0,0.0,"Genoa desperately needed a win against SPAL, and they managed to get one. The Rossoblu picked up vital three points in their battle for survival, but they need to keep on impressing in the season finale if they are to avoid relegation to Serie B. Genoa are high on confidence ahead of the relegation six-pointer against Torino, but beating Il Toro on the road is easier said than done.

Moreno Longo’s men are eager to secure the Serie A survival as well. Torino did well to beat Brescia 3-1 in their last home fixture, which is surely giving fans a reason for optimism ahead of the visit of Genoa. The good news for the hosts is that experienced attacker Simone Zaza returns from suspension. Anyhow, both teams to score betting option should be considered as both sides are likely to go for a win in the midweek fixture.",N
710,hellas verona,2020-07-18,N,-1.2000000000000002,atalanta,-4.4,-1.7999999999999998,0.0,0.0,-4.799999999999997,-3.1999999999999997,0.8000000000000003,0.0,2019-2020,0.0,0.0,"Hellas Verona and Atalanta take on each other in a highly-anticipated game at Stadio Marc’Antonio Bentegodi. The Mastini aim to bounce back from a 2-1 loss to Milan, but home win should not be considered as Ivan Juric’s men have slim chances of booking their place in European competitions. The Orobici, on the other hand, look unstoppable after the coronavirus football break, with the team rolling over Brescia 6-2 in midweek. 

Atalanta aim to keep their Scudetto hopes alive, and we are positive that they will go all guns blazing at Verona. Atalanta midfielder Mario Pasalic, who scored a hat-trick against Brescia, will be one of the men to watch in the away team. In each of their last three meetings in the Serie A the Orobici defeated the Mastini, and we do not believe that Ivan Juric’s troops are going to put an end to the negative trend.",P
711,cagliari,2020-07-18,N,-2.6,sassuolo,-2.1999999999999997,-2.8000000000000003,-0.4,-0.4,-14.0,-0.4000000000000003,-1.0,0.2,2019-2020,0.0,0.0,"Cagliari will be looking to bounce back from a 3-0 defeat to Sampdoria when they welcome Sassuolo at their Sardegna Arena. The Rossoblu suffered a dip in form, and seeing that they are on a five-game winless run in the Serie A, it is no wonder that Sassuolo are seen as favourites to win Saturday’s football match. The Neroverdi, on the other hand, came from two goals behind to share the spoils with Juventus (3-3) on Matchday 34. 

Sassuolo have been impressive in front of goal ever since they restarted the season, and they are likely to take advantage of Cagliari’s current form. In the first half of the season the two teams played out a 2-2 draw, but away win should be considered this time out. A man to keep an eye on in the away team will be experienced attacker Francesco Caputo, who has found his goal-scoring touch of late.",P
712,milan,2020-07-18,V,1.4,bologna,4.600000000000001,2.2,0.6,0.6,7.0,-5.600000000000001,-0.2000000000000001,0.0,2019-2020,0.0,0.0,"Milan will be looking to build on a 3-1 win over Parma when they welcome Bologna at their Stadio San Siro on Matchday 34. The Rossoneri showed character in the come-from-behind win over Parma, with the team keeping their Europa League hopes alive. Considering that Zlatan Ibrahimovic and Co. are high on confidence ahead of the visit of Bologna, home win should be considered. 

Talented Belgium attacker Alexis Saelemaekers returns to contention after missing the Parma game through suspension. The Rossoblu, on the other hand, came from behind to share the spoils with Napoli in midweek. Bologna have been producing fine displays ever since Sinisa Mihajlovic took over the reins, but they will have a big fish to fry in Saturday’s football game against Milan. In their last meeting at Stadio San Siro the Rossoneri defeated Bologna 2-1, which is yet another reason why we will put our money on the hosts.",V
713,genoa,2020-07-19,V,0.0,lecce,-4.0,0.0,-0.4,-0.1999999999999999,1.1999999999999955,2.799999999999999,-0.3999999999999999,0.0,2019-2020,0.0,0.0,"After dropping three points in a 3-1 defeat to Fiorentina, Lecce will be looking to keep their survival hopes alive when they take on Genoa at Stadio Luigi Ferraris. The Giallorossi experienced all sorts of problems at the back in the midweek clash, but they are still capable of avoiding relegation to the Seire B. Lecce have no other choice but to stick to their attacking style of play against Genoa, and we are positive that they will find the net in the relegation six-pointer. 

The Rossoblu, on the other hand, are a real force to be reckoned with at home, with the team managing to score in each of their last eight home fixtures. Seeing that 17 goals in total have been netted in the last four meetings between the two teams in all competitions, we are tempted to put our money on over 2.5 goals. ",N
714,brescia,2020-07-19,V,0.6,spal,0.4000000000000003,2.4,0.0,0.0,-6.399999999999999,0.6000000000000014,0.1999999999999999,-0.2,2019-2020,0.0,0.0,"Brescia will be aiming to make amends for a heavy 6-2 loss to Atalanta when they take on SPAL at Stadio Mario Rigamonti in the relegation six-pointer. Brescia are on a three-game losing run in the Serie A, and given their position in the standings, this has to go down as a must-win match for the hosts. Ernesto Torregrossa, who scored his sixth goal of the season against Atalanta, will be one of the men to watch in the home team. 

SPAL, on the other hand, are stuck at the bottom of the table, meaning that they are eager to pick up all three points from Sunday’s clash as well. Considering that both sides will go for a win in the relegation six-pointer, we believe that there is a big value in betting on both teams to score. In their last meeting at Stadio Mario Rigamonti SPAL defeated Brescia 3-1.",N
715,fiorentina,2020-07-19,V,-0.4000000000000001,torino,0.0,0.4000000000000003,0.0,0.1999999999999999,5.400000000000006,-5.199999999999999,1.6,0.0,2019-2020,0.0,0.0,"Buoyed by a 3-1 win over Lecce, Fiorentina will be looking to give fans yet another reason for celebration when they take on Torino at Stadio Artemio Franchi. The Viola will almost certainly secure the Serie A survival, but, as things stand now, they will not represent Italy in European competitions. Anyhow, home win should be considered as Fiorentina have been showing signs of improvement of late. 

A man to watch in the home team will be Federico Chiesa, who scored his seventh goal of the season in the triumph over Lecce. Il Toro, on the other hand, have been struggling at the back in the Italian top flight of late. Torino conceded 13 goals in total in the last four away games in the Serie A, which is probably the main reason why we are tempted to put our money on the Viola. ",V
716,napoli,2020-07-19,V,-0.2000000000000001,udinese,5.599999999999998,3.0,0.0,0.0,9.199999999999996,-2.1999999999999997,-0.6000000000000001,0.0,2019-2020,0.0,0.0,"After dropping two points in a 1-1 draw with Bologna, Napoli will be aiming to return to winning ways in the Serie A when they take on Udinese on Sunday evening. The Neapolitans have already booked their place in the Europa League through Coppa Italia, but they surely want to finish the season in style. Genaro Gattuso mixed the squad against Bologna, but the former Milan ace is likely to field the best possible side against Udinese. 

The Zebrette, on the other hand, did well to hold Lazio to a goalless draw on Matchday 33, with the team moving one step closer to securing the Serie A survival. Even though Napoli have already secured their place in European competitions, home win should be considered as Genaro Gattuso is going to count on first-team regulars this time out. In their last meeting at Stadio San Paolo Napoli defeated Udinese 4-2.",V
717,parma,2020-07-19,P,-0.8000000000000003,sampdoria,-1.0,-1.6000000000000003,0.0,0.0,4.600000000000001,-2.599999999999998,0.0,0.0,2019-2020,0.0,0.0,"Stadio Ennio Tardini will host Sunday’s football game between Parma and Sampdoria, the two teams who are almost level on points in the Serie A table. Parma suffered a dip in form, but luckily for them, the season will end soon. Gervinho and Co. are on the right track to secure the Serie A survival, and, no doubt, they should be happy with one point from the game. 

La Samp, on the other hand, have been producing splendid displays in the national championship of late, and, as a result, they moved away from the relegation zone. The visitors aim to build on back-to-back wins over Udinese and Cagliari, but they should be happy with the share of spoils as well. A man to watch in the away team will be Manolo Gabbiadini, while Sampdoria defenders should have aforementioned winger Gervinho at bay. Danish attacker Andreas Cornelius is likely to miss Sunday’s clash through injury.",N
718,roma,2020-07-19,N,-1.6,inter,-1.0,-2.4000000000000004,0.0,-0.2,-11.4,2.0,0.6000000000000001,0.0,2019-2020,0.0,0.0,"All eyes will be on Stadio Olimpico when Roma and Inter take on each other in the Serie A on Sunday evening. Roma did well to beat Hellas Verona 2-1 in midweek, with the team extending their winning run in the Italian top flight to three games. Even though the Giallorossi have slim chances of booking their place in the Champions League, they are likely to adopt an attack-minded approach in Sunday’s showdown. 

The Nerazzurri, on the other hand, are unlikely to win Scudetto, but they are on the right track to secure a top-four finish. Considering that key attacker Romelu Lukaku has overcome his injury, we believe that there is a big value in betting on both teams to score. The likes of Jesus, Santon, and Smalling are likely to miss the game with injury for the hosts.",N
